month_year,state,district,pincode,assi,anom_score,type
2025-09,Assam,Kamrup Metro,781025,54.1,3.7499999999999996,MoM Spike
2025-09,Assam,Kamrup Metro,781026,38.8,3.627906976744185,MoM Spike
2025-09,Assam,Kamrup Metro,781034,24.3,3.5178571428571423,MoM Spike
2025-09,Assam,Kamrup Metro,781036,19.200000000000003,3.5909090909090913,MoM Spike
2025-09,Assam,Kamrup Metro,781037,22.0,3.423076923076923,MoM Spike
2025-07,Assam,Kamrup Metro,781038,31.5,4.416666666666667,MoM Spike
2025-09,Assam,Kamrup Metro,781171,32.4,5.185185185185185,MoM Spike
2025-07,Assam,Kamrup Metro,782402,95.9,3.7038834951456314,MoM Spike
2025-11,Assam,Karbi Anglong,782135,38.5,7.229166666666668,MoM Spike
2025-11,Assam,Karbi Anglong,782136,89.2,12.666666666666666,MoM Spike
2025-11,Assam,Karbi Anglong,782139,59.7,6.5875,MoM Spike
2025-09,Assam,Karbi Anglong,782410,78.80000000000001,4.619718309859155,MoM Spike
2025-09,Assam,Karbi Anglong,782447,24.5,4.312499999999999,MoM Spike
2025-09,Assam,Karbi Anglong,782448,85.0,3.6739130434782603,MoM Spike
2025-09,Assam,Karbi Anglong,782450,64.69999999999999,7.878378378378376,MoM Spike
2025-09,Assam,Karbi Anglong,782461,84.4,5.46969696969697,MoM Spike
2025-04,Assam,Karbi Anglong,782470,110.6,3.342412451361867,MoM Spike
2025-09,Assam,Karbi Anglong,782480,200.1,4.182989690721649,MoM Spike
2025-09,Assam,Karbi Anglong,782481,98.10000000000001,3.674528301886792,MoM Spike
2025-09,Assam,Karbi Anglong,782482,105.9,3.345528455284553,MoM Spike
2025-09,Assam,Karbi Anglong,782485,108.1,4.9945054945054945,MoM Spike
2025-09,Assam,Karbi Anglong,782486,33.3,3.6351351351351346,MoM Spike
2025-09,Assam,Karimganj,788152,63.8,10.999999999999998,MoM Spike
2025-09,Assam,Karimganj,788156,70.3,10.499999999999998,MoM Spike
2025-09,Assam,Karimganj,788166,70.7,7.1477272727272725,MoM Spike
2025-07,Assam,Karimganj,788701,389.5,16.912844036697248,MoM Spike
2025-09,Assam,Karimganj,788711,55.9,4.927083333333333,MoM Spike
2025-04,Assam,Karimganj,788713,18.8,3.5,MoM Spike
2025-09,Assam,Karimganj,788713,85.1,6.057377049180326,MoM Spike
2025-09,Assam,Karimganj,788719,51.6,4.717391304347825,MoM Spike
2025-07,Assam,Karimganj,788720,389.7,10.291907514450866,MoM Spike
2025-04,Assam,Karimganj,788722,90.6,6.896551724137931,MoM Spike
2025-09,Assam,Karimganj,788722,196.5,6.655038759689922,MoM Spike
2025-04,Assam,Karimganj,788723,147.8,5.642857142857143,MoM Spike
2025-09,Assam,Karimganj,788723,163.60000000000002,8.91566265060241,MoM Spike
2025-04,Assam,Karimganj,788724,196.7,6.404494382022472,MoM Spike
2025-07,Assam,Karimganj,788725,101.9,12.539473684210527,MoM Spike
2025-07,Assam,Karimganj,788726,51.2,12.05,MoM Spike
2025-07,Assam,Karimganj,788728,106.8,9.169811320754715,MoM Spike
2025-09,Assam,Karimganj,788733,40.0,6.592592592592593,MoM Spike
2025-09,Assam,Karimganj,788734,133.8,25.96,MoM Spike
2025-09,Assam,Karimganj,788735,65.3,7.499999999999999,MoM Spike
2025-09,Assam,Karimganj,788736,104.30000000000001,10.965909090909092,MoM Spike
2025-04,Assam,Karimganj,788737,108.0,3.658119658119658,MoM Spike
2025-09,Assam,Karimganj,788737,128.4,9.60655737704918,MoM Spike
2025-09,Assam,Karimganj,788781,69.7,9.397058823529411,MoM Spike
2025-07,Assam,Karimganj,788806,144.7,10.563492063492061,MoM Spike
2025-07,Assam,Kokrajhar,783332,52.2,3.7499999999999996,MoM Spike
2025-09,Assam,Kokrajhar,783345,34.3,3.7702702702702697,MoM Spike
2025-07,Assam,Lakhimpur,784161,44.7,7.462962962962964,MoM Spike
2025-09,Assam,Lakhimpur,784164,32.6,3.540540540540541,MoM Spike
2025-09,Assam,Lakhimpur,784165,47.8,9.166666666666666,MoM Spike
2025-09,Assam,Lakhimpur,787031,257.0,3.7252747252747254,MoM Spike
2025-09,Assam,Lakhimpur,787033,24.2,3.846153846153846,MoM Spike
2025-09,Assam,Lakhimpur,787054,189.60000000000002,10.081395348837212,MoM Spike
2025-04,Assam,Lakhimpur,787055,199.5,4.448369565217391,MoM Spike
2025-09,Assam,Lakhimpur,787055,199.5,6.3175182481751815,MoM Spike
2025-06,Assam,Lakhimpur,787056,63.6,6.690476190476191,MoM Spike
2025-07,Assam,Majuli,785104,118.7,10.735294117647058,MoM Spike
2025-09,Assam,Majuli,785106,30.299999999999997,3.6029411764705874,MoM Spike
2025-09,Assam,Marigaon,782103,79.10000000000001,4.069620253164557,MoM Spike
2025-09,Assam,Marigaon,782104,191.8,6.303030303030303,MoM Spike
2025-09,Assam,Marigaon,782121,283.7,3.606796116504854,MoM Spike
2025-09,Assam,Marigaon,782123,52.0,5.463414634146342,MoM Spike
2025-07,Assam,Marigaon,782127,528.4,3.639789658194566,MoM Spike
2025-09,Assam,Marigaon,782412,56.5,6.01219512195122,MoM Spike
2025-09,Assam,Marigaon,782413,18.5,4.416666666666667,MoM Spike
2025-09,Assam,Marigaon,782425,18.4,3.4090909090909083,MoM Spike
2025-09,Assam,Nagaon,782002,171.7,4.36335403726708,MoM Spike
2025-09,Assam,Nagaon,782003,169.0,5.538461538461538,MoM Spike
2025-09,Assam,Nagaon,782102,47.400000000000006,5.722222222222222,MoM Spike
2025-07,Assam,Nagaon,782122,367.0,8.633507853403142,MoM Spike
2025-09,Assam,Nagaon,782123,298.5,4.2177700348432055,MoM Spike
2025-07,Assam,Nagaon,782124,778.0,14.89795918367347,MoM Spike
2025-07,Assam,Nagaon,782125,296.2,8.40506329113924,MoM Spike
2025-09,Assam,Nagaon,782126,29.1,6.166666666666667,MoM Spike
2025-09,Assam,Nagaon,782135,68.2,5.0701754385964914,MoM Spike
2025-04,Assam,Nagaon,782136,109.8,3.6554621848739495,MoM Spike
2025-09,Assam,Nagaon,782140,222.6,5.109289617486339,MoM Spike
2025-09,Assam,Nagaon,782425,111.80000000000001,3.622950819672131,MoM Spike
2025-09,Assam,Nagaon,782427,139.2,9.15942028985507,MoM Spike
2025-09,Assam,Nagaon,782428,93.0,3.607843137254901,MoM Spike
2025-09,Assam,Nagaon,782439,35.5,4.367647058823529,MoM Spike
2025-09,Assam,Nagaon,782440,137.3,12.047169811320755,MoM Spike
2025-09,Assam,Nagaon,782445,77.19999999999999,8.309523809523807,MoM Spike
2025-06,Assam,Nagaon,782450,53.5,5.488095238095238,MoM Spike
2025-09,Assam,Nagaon,782481,13.600000000000001,3.5625000000000004,MoM Spike
2025-09,Assam,Nalbari,781126,378.0,9.133689839572193,MoM Spike
2025-09,Assam,Nalbari,781138,108.9,12.7375,MoM Spike
2025-09,Assam,Nalbari,781303,29.900000000000002,7.583333333333333,MoM Spike
2025-09,Assam,Nalbari,781306,23.9,4.413043478260869,MoM Spike
2025-09,Assam,Nalbari,781312,129.7,9.373015873015872,MoM Spike
2025-09,Assam,Nalbari,781338,39.7,6.017241379310345,MoM Spike
2025-09,Assam,Nalbari,781339,28.700000000000003,5.750000000000001,MoM Spike
2025-09,Assam,Nalbari,781340,38.1,5.982142857142857,MoM Spike
2025-09,Assam,Nalbari,781341,32.9,5.277777777777778,MoM Spike
2025-11,Assam,Nalbari,781347,48.5,6.5,MoM Spike
2025-09,Assam,Nalbari,781348,26.4,4.708333333333332,MoM Spike
2025-09,Assam,Nalbari,781349,40.400000000000006,6.392857142857143,MoM Spike
2025-09,Assam,Nalbari,781350,30.0,4.961538461538462,MoM Spike
2025-09,Assam,Nalbari,781351,20.400000000000002,4.944444444444445,MoM Spike
2025-11,Assam,Nalbari,781351,59.5,3.3840579710144927,MoM Spike
2025-09,Assam,Nalbari,781369,114.9,6.24375,MoM Spike
2025-09,Assam,Nalbari,781370,20.8,4.7368421052631575,MoM Spike
2025-09,Assam,Nalbari,781371,33.6,6.521739130434783,MoM Spike
2025-04,Assam,North Cachar Hills,788819,57.1,3.6111111111111107,MoM Spike
2025-09,Assam,North Cachar Hills,788819,156.8,7.6703296703296715,MoM Spike
2025-04,Assam,North Cachar Hills,788830,47.4,9.521739130434783,MoM Spike
2025-04,Assam,North Cachar Hills,788831,38.6,10.0,MoM Spike
2025-07,Assam,Sibsagar,785684,54.0,5.7073170731707314,MoM Spike
2025-09,Assam,Sonitpur,784001,77.5,3.361111111111111,MoM Spike
2025-09,Assam,Sonitpur,784025,43.7,4.5875,MoM Spike
2025-09,Assam,Sonitpur,784027,137.3,6.516304347826087,MoM Spike
2025-09,Assam,Sonitpur,784105,41.6,4.461538461538461,MoM Spike
2025-07,Assam,Sonitpur,784110,302.5,13.591346153846153,MoM Spike
2025-09,Assam,Sonitpur,784111,54.1,4.9891304347826075,MoM Spike
2025-09,Assam,Sonitpur,784112,116.80000000000001,11.270833333333336,MoM Spike
2025-09,Assam,Sonitpur,784117,111.80000000000001,8.559322033898306,MoM Spike
2025-09,Assam,Sonitpur,784149,109.4,6.1688311688311686,MoM Spike
2025-09,Assam,Sonitpur,784153,33.0,5.538461538461538,MoM Spike
2025-09,Assam,Sonitpur,784167,22.4,3.874999999999999,MoM Spike
2025-09,Assam,Sonitpur,784168,21.6,3.5200000000000005,MoM Spike
2025-09,Assam,Sonitpur,784169,12.700000000000001,3.566666666666667,MoM Spike
2025-04,Assam,Sonitpur,784175,18.2,3.571428571428571,MoM Spike
2025-09,Assam,Sonitpur,784175,39.1,5.467741935483871,MoM Spike
2025-09,Assam,Sonitpur,784178,23.0,3.8,MoM Spike
2025-09,Assam,Sonitpur,784180,36.400000000000006,4.054054054054054,MoM Spike
2025-09,Assam,Sonitpur,784182,80.30000000000001,4.145569620253165,MoM Spike
2025-09,Assam,Sonitpur,784502,26.700000000000003,5.295454545454546,MoM Spike
2025-09,Assam,Sonitpur,784504,20.700000000000003,5.382352941176471,MoM Spike
2025-09,Assam,Sonitpur,784505,98.19999999999999,4.97590361445783,MoM Spike
2025-09,Assam,Sonitpur,784506,54.1,5.122222222222223,MoM Spike
2025-06,Assam,Sonitpur,784507,108.3,11.420454545454545,MoM Spike
2025-09,Assam,South Salmara Mankachar,783127,24.9,4.630434782608695,MoM Spike
2025-09,Assam,South Salmara Mankachar,783128,48.0,3.4545454545454546,MoM Spike
2025-09,Assam,South Salmara Mankachar,783131,146.5,6.230392156862744,MoM Spike
2025-07,Assam,South Salmara Mankachar,783135,119.8,5.291666666666667,MoM Spike
2025-11,Assam,Sribhumi,788709,4.0,4.0,MoM Spike
2025-11,Assam,Sribhumi,788720,3.4,3.4,MoM Spike
2025-11,Assam,Tamulpur District,781368,3.9,3.9,MoM Spike
2025-07,Assam,Tinsukia,786125,104.9,3.857798165137615,MoM Spike
2025-07,Assam,Tinsukia,786151,213.3,11.75595238095238,MoM Spike
2025-07,Assam,Tinsukia,786153,31.200000000000003,7.050000000000001,MoM Spike
2025-07,Assam,Tinsukia,786154,77.7,5.346774193548387,MoM Spike
2025-09,Assam,Tinsukia,786155,19.3,3.41304347826087,MoM Spike
2025-07,Assam,Tinsukia,786156,124.2,9.096774193548386,MoM Spike
2025-07,Assam,Tinsukia,786160,61.7,6.290697674418603,MoM Spike
2025-07,Assam,Tinsukia,786171,104.4,8.086206896551724,MoM Spike
2025-04,Assam,Tinsukia,786181,50.8,3.8867924528301883,MoM Spike
2025-07,Assam,Tinsukia,786181,85.3,15.596153846153845,MoM Spike
2025-07,Assam,Tinsukia,786182,86.3,10.192307692307692,MoM Spike
2025-07,Assam,Tinsukia,786188,36.3,11.433333333333332,MoM Spike
2025-04,Assam,Tinsukia,786190,36.0,10.562499999999998,MoM Spike
2025-07,Assam,Tinsukia,786190,49.1,7.637931034482757,MoM Spike
2025-09,Assam,Udalguri,784114,65.5,6.388888888888889,MoM Spike
2025-09,Assam,Udalguri,784117,17.0,4.294117647058823,MoM Spike
2025-09,Assam,Udalguri,784509,130.20000000000002,4.248000000000001,MoM Spike
2025-09,Assam,Udalguri,784514,55.6,5.431818181818181,MoM Spike
2025-09,Assam,Udalguri,784524,28.3,4.051724137931034,MoM Spike
2025-09,Assam,Udalguri,784526,56.1,4.386792452830188,MoM Spike
2025-04,Assam,West Karbi Anglong,782485,66.5,12.775510204081632,MoM Spike
2025-04,Assam,West Karbi Anglong,782486,160.9,5.745833333333334,MoM Spike
2025-06,Bihar,Araria,854304,392.5,38.35,MoM Spike
2025-07,Bihar,Araria,854336,174.6,3.7204301075268806,MoM Spike
2025-07,Bihar,Arwal,824235,249.0,42.103448275862064,MoM Spike
2025-06,Bihar,Banka,813108,157.5,13.409090909090908,MoM Spike
2025-07,Bihar,Begusarai,848203,379.7,44.32142857142857,MoM Spike
2025-09,Bihar,Bhagalpur,853203,133.3,4.839130434782609,MoM Spike
2025-09,Bihar,Bhojpur,802161,167.79999999999998,4.115151515151514,MoM Spike
2025-09,Bihar,Bhojpur,802222,102.8,5.407407407407406,MoM Spike
2025-07,Bihar,Bhojpur,802301,495.4,4.74537037037037,MoM Spike
2025-09,Bihar,Bhojpur,841312,18.799999999999997,3.7142857142857135,MoM Spike
2025-09,Bihar,Buxar,802129,150.70000000000002,4.577205882352941,MoM Spike
2025-09,Bihar,East Champaran,845434,90.30000000000001,3.3894230769230775,MoM Spike
2025-09,Bihar,Gaya,804407,29.6,3.7812500000000004,MoM Spike
2025-07,Bihar,Gaya,823001,542.6,4.908695652173913,MoM Spike
2025-07,Bihar,Gaya,823003,613.7,4.326689774696708,MoM Spike
2025-07,Bihar,Gopalganj,841409,341.9,6.937499999999999,MoM Spike
2025-07,Bihar,Gopalganj,841427,330.8,6.276315789473684,MoM Spike
2025-04,Bihar,Jamui,811303,553.6,3.5910596026490063,MoM Spike
2025-07,Bihar,Jehanabad,804418,143.6,5.951923076923077,MoM Spike
2025-09,Bihar,Jehanabad,804421,14.4,4.133333333333334,MoM Spike
2025-09,Bihar,Jehanabad,804427,89.5,3.763157894736842,MoM Spike
2025-12,Bihar,Kishanganj,854333,38.2,4.444444444444445,MoM Spike
2025-09,Bihar,Lakhisarai,811315,78.60000000000001,3.522727272727273,MoM Spike
2025-06,Bihar,Nalanda,803101,655.3,3.404697986577181,MoM Spike
2025-06,Bihar,Nalanda,805130,219.9,33.515625,MoM Spike
2025-07,Bihar,Nawada,805103,330.1,3.7708933717579254,MoM Spike
2025-07,Bihar,Nawada,805104,365.9,5.719780219780219,MoM Spike
2025-09,Bihar,Nawada,805107,197.8,6.255474452554744,MoM Spike
2025-07,Bihar,Nawada,805109,353.4,7.729064039408866,MoM Spike
2025-07,Bihar,Nawada,805110,388.5,4.973926380368098,MoM Spike
2025-09,Bihar,Nawada,805111,130.0,5.752577319587628,MoM Spike
2025-07,Bihar,Nawada,805121,259.2,5.994623655913978,MoM Spike
2025-07,Bihar,Nawada,805123,215.1,6.300675675675675,MoM Spike
2025-07,Bihar,Nawada,805129,182.9,7.209821428571428,MoM Spike
2025-09,Bihar,Nawada,805130,334.1,3.3976377952755907,MoM Spike
2025-09,Bihar,Nawada,805141,29.1,4.189655172413793,MoM Spike
2025-11,Bihar,Pashchim Champaran,845455,3.5,3.5,MoM Spike
2025-07,Bihar,Patna,800001,411.7,4.197732997481108,MoM Spike
2025-04,Bihar,Patna,800002,160.0,5.098484848484848,MoM Spike
2025-09,Bihar,Patna,800018,32.4,3.9117647058823524,MoM Spike
2025-09,Bihar,Patna,800025,35.0,3.3902439024390247,MoM Spike
2025-09,Bihar,Patna,804454,81.5,3.532967032967033,MoM Spike
2025-06,Bihar,Purbi Champaran,845303,402.5,4.977777777777778,MoM Spike
2025-06,Bihar,Purbi Champaran,845418,405.0,9.15,MoM Spike
2025-07,Bihar,Samastipur,848101,621.9,4.7146788990825685,MoM Spike
2025-07,Bihar,Saran,841211,277.9,6.378306878306876,MoM Spike
2025-09,Bihar,Saran,841213,90.1,3.465686274509803,MoM Spike
2025-09,Bihar,Saran,841214,80.4,4.217948717948718,MoM Spike
2025-07,Bihar,Saran,841301,776.7,4.290476190476191,MoM Spike
2025-09,Bihar,Saran,841313,114.5,4.347222222222222,MoM Spike
2025-06,Bihar,Saran,841424,332.5,3.875730994152047,MoM Spike
2025-09,Bihar,Sheikhpura,811107,109.2,5.054945054945055,MoM Spike
2025-07,Bihar,Sitamarhi,843327,510.0,4.300829875518672,MoM Spike
2025-09,Bihar,Siwan,841236,165.6,3.3385416666666665,MoM Spike
2025-09,Bihar,Siwan,841240,54.0,5.7073170731707314,MoM Spike
2025-07,Bihar,Siwan,841406,365.8,5.767527675276753,MoM Spike
2025-09,Bihar,Vaishali,844115,99.4,4.456521739130435,MoM Spike
2025-07,Chandigarh,Chandigarh,160002,383.8,4.228260869565219,MoM Spike
2025-07,Chandigarh,Chandigarh,160003,87.4,8.404255319148936,MoM Spike
2025-07,Chandigarh,Chandigarh,160009,43.6,12.117647058823529,MoM Spike
2025-07,Chandigarh,Chandigarh,160011,63.0,8.696969696969695,MoM Spike
2025-07,Chandigarh,Chandigarh,160012,37.800000000000004,6.760000000000001,MoM Spike
2025-07,Chandigarh,Chandigarh,160014,988.6,16.36140350877193,MoM Spike
2025-07,Chandigarh,Chandigarh,160015,103.2,6.893939393939394,MoM Spike
2025-07,Chandigarh,Chandigarh,160018,28.6,5.434782608695652,MoM Spike
2025-07,Chandigarh,Chandigarh,160019,385.4,10.603603603603604,MoM Spike
2025-07,Chandigarh,Chandigarh,160020,107.80000000000001,11.08888888888889,MoM Spike
2025-07,Chandigarh,Chandigarh,160022,165.20000000000002,10.704225352112678,MoM Spike
2025-07,Chandigarh,Chandigarh,160023,103.2,14.787878787878787,MoM Spike
2025-04,Chandigarh,Chandigarh,160025,131.2,3.721428571428571,MoM Spike
2025-07,Chandigarh,Chandigarh,160025,331.0,4.971223021582734,MoM Spike
2025-07,Chandigarh,Chandigarh,160030,179.60000000000002,10.148148148148149,MoM Spike
2025-07,Chandigarh,Chandigarh,160036,830.4000000000001,5.87107438016529,MoM Spike
2025-07,Chandigarh,Chandigarh,160047,798.8000000000001,6.787731256085689,MoM Spike
2025-07,Chandigarh,Chandigarh,160055,160.4,11.227272727272728,MoM Spike
2025-07,Chandigarh,Chandigarh,160101,863.5,9.064027939464493,MoM Spike
2025-07,Chandigarh,Chandigarh,160102,401.0,4.742857142857143,MoM Spike
2025-07,Chandigarh,Chandigarh,160103,117.60000000000001,11.10204081632653,MoM Spike
2025-06,Chhattisgarh,Baloda Bazar,493228,238.8,3.9341563786008233,MoM Spike
2025-07,Chhattisgarh,Balrampur,497118,365.29999999999995,4.402654867256636,MoM Spike
2025-06,Chhattisgarh,Balrampur,497220,210.6,4.688172043010752,MoM Spike
2025-07,Chhattisgarh,Balrampur,497223,411.0,15.349206349206348,MoM Spike
2025-07,Chhattisgarh,Balrampur,497224,300.5,4.982142857142857,MoM Spike
2025-09,Chhattisgarh,Balrampur,497225,439.5,5.440058479532164,MoM Spike
2025-11,Chhattisgarh,Bastar,494441,21.0,5.111111111111111,MoM Spike
2025-11,Chhattisgarh,Bemetara,490036,74.0,4.681818181818182,MoM Spike
2025-06,Chhattisgarh,Bilaspur,495224,327.0,6.224669603524228,MoM Spike
2025-12,Chhattisgarh,Bilaspur,495446,16.3,3.325,MoM Spike
2025-11,Chhattisgarh,Dantewada,494552,152.7,3.50733137829912,MoM Spike
2025-11,Chhattisgarh,Dhamtari,492109,71.80000000000001,3.853333333333334,MoM Spike
2025-11,Chhattisgarh,Durg,490001,305.6,5.257142857142858,MoM Spike
2025-11,Chhattisgarh,Durg,490006,510.6,4.536796536796537,MoM Spike
2025-11,Chhattisgarh,Durg,490009,60.8,5.574468085106383,MoM Spike
2025-11,Chhattisgarh,Durg,490011,299.0,7.47457627118644,MoM Spike
2025-11,Chhattisgarh,Durg,490020,173.7,4.493710691823899,MoM Spike
2025-11,Chhattisgarh,Durg,490021,108.4,3.7772925764192142,MoM Spike
2025-11,Chhattisgarh,Durg,490022,33.400000000000006,4.134328358208956,MoM Spike
2025-11,Chhattisgarh,Durg,490023,810.8000000000001,5.665024630541871,MoM Spike
2025-11,Chhattisgarh,Durg,490024,315.5,5.748400852878465,MoM Spike
2025-11,Chhattisgarh,Durg,490026,241.9,7.493006993006993,MoM Spike
2025-11,Chhattisgarh,Durg,490036,238.10000000000002,8.125954198473282,MoM Spike
2025-11,Chhattisgarh,Durg,490042,279.0,8.30232558139535,MoM Spike
2025-11,Chhattisgarh,Durg,491001,1661.9,6.500676589986469,MoM Spike
2025-11,Chhattisgarh,Durg,491107,330.0,5.490196078431373,MoM Spike
2025-11,Chhattisgarh,Durg,491111,402.9,4.8536231884057965,MoM Spike
2025-11,Chhattisgarh,Durg,491221,175.4,6.9459459459459465,MoM Spike
2025-11,Chhattisgarh,Durg,491223,131.20000000000002,4.625531914893617,MoM Spike
2025-12,Chhattisgarh,Gariyaband,491661,17.0,4.454545454545454,MoM Spike
2025-11,Chhattisgarh,Gariyaband,492112,3.5,3.5,MoM Spike
2025-12,Chhattisgarh,Gariyaband,494334,3.8000000000000003,3.8000000000000003,MoM Spike
2025-06,Chhattisgarh,Jashpur,496223,115.6,4.348623853211009,MoM Spike
2025-05,Chhattisgarh,Jashpur,496225,97.0,3.6226415094339615,MoM Spike
2025-11,Chhattisgarh,Jashpur,496225,193.89999999999998,3.5115740740740735,MoM Spike
2025-11,Chhattisgarh,Kanker,494333,107.4,4.137440758293839,MoM Spike
2025-11,Chhattisgarh,Kanker,494777,60.400000000000006,5.898876404494382,MoM Spike
2025-06,Chhattisgarh,Kawardha,491559,495.2,5.021844660194174,MoM Spike
2025-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,491885,20.200000000000003,5.625000000000001,MoM Spike
2025-07,Chhattisgarh,Khairagarh Chhuikhadan Gandai,491888,57.7,16.264705882352942,MoM Spike
2025-06,Chhattisgarh,Kondagaon,494226,651.8,5.771784232365144,MoM Spike
2025-09,Chhattisgarh,Kondagaon,494230,82.10000000000001,4.326923076923077,MoM Spike
2025-12,Chhattisgarh,Korba,495442,14.0,4.555555555555555,MoM Spike
2025-09,Chhattisgarh,Korba,495447,50.8,3.4655172413793096,MoM Spike
2025-11,Chhattisgarh,Koriya,497447,15.9,3.4473684210526314,MoM Spike
2025-12,Chhattisgarh,Koriya,497451,44.900000000000006,3.456310679611651,MoM Spike
2025-06,Chhattisgarh,Mahasamund,493558,664.8,7.579896907216493,MoM Spike
2025-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491229,56.9,5.433333333333334,MoM Spike
2025-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491665,161.5,15.581632653061222,MoM Spike
2025-09,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491665,44.5,8.479166666666666,MoM Spike
2025-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491668,205.7,14.659090909090908,MoM Spike
2025-07,Chhattisgarh,Raigarh,496001,606.8,4.659217877094972,MoM Spike
2025-07,Chhattisgarh,Raigarh,496116,374.8,3.5496368038740913,MoM Spike
2025-12,Chhattisgarh,Raigarh,496220,33.900000000000006,7.309523809523811,MoM Spike
2025-12,Chhattisgarh,Raipur,492012,43.7,3.966666666666667,MoM Spike
2025-11,Chhattisgarh,Raipur,493881,23.6,3.9200000000000004,MoM Spike
2025-06,Chhattisgarh,Rajnandgaon,491444,194.39999999999998,4.368131868131868,MoM Spike
2025-06,Chhattisgarh,Rajnandgaon,491558,258.6,7.829931972789115,MoM Spike
2025-06,Chhattisgarh,Rajnandgaon,491888,467.0,9.493273542600896,MoM Spike
2025-09,Chhattisgarh,Sakti,495688,25.5,7.28125,MoM Spike
2025-09,Chhattisgarh,Sakti,495691,38.3,6.277777777777777,MoM Spike
2025-09,Chhattisgarh,Sakti,495692,16.0,4.3125,MoM Spike
2025-11,Chhattisgarh,Sukma,494114,90.4,3.3317535545023698,MoM Spike
2025-04,Chhattisgarh,Sukma,494122,197.2,7.655021834061135,MoM Spike
2025-09,Chhattisgarh,Surajpur,497229,196.4,3.745192307692308,MoM Spike
2025-09,Chhattisgarh,Surajpur,497331,30.2,3.5882352941176463,MoM Spike
2025-06,Chhattisgarh,Surguja,497101,209.0,3.9065420560747657,MoM Spike
2025-11,Chhattisgarh,Uttar Bastar Kanker,494334,99.30000000000001,3.8926829268292686,MoM Spike
2025-09,Chhattisgarh,Uttar Bastar Kanker,494771,32.0,3.852941176470588,MoM Spike
2025-09,Dadra And Nagar Haveli,Dadra And Nagar Haveli,396235,66.2,3.48,MoM Spike
2025-09,Dadra And Nagar Haveli,Dadra And Nagar Haveli,396240,124.50000000000001,5.092233009708738,MoM Spike
2025-12,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,396235,4.2,4.2,MoM Spike
2025-11,Daman & Diu,Diu,362520,4.6000000000000005,4.6000000000000005,MoM Spike
2025-11,Daman And Diu,Diu,362520,26.7,4.226415094339622,MoM Spike
2025-11,Daman And Diu,Diu,362540,38.2,5.6440677966101696,MoM Spike
2025-11,Daman And Diu,Diu,362570,44.0,4.0,MoM Spike
2025-11,Delhi,Central Delhi,110004,11.0,5.315789473684211,MoM Spike
2025-04,Delhi,East Delhi,110031,525.2,3.7066189624329158,MoM Spike
2025-09,Delhi,East Delhi,110032,62.4,4.46551724137931,MoM Spike
2025-09,Delhi,North East,110053,102.4,4.385416666666667,MoM Spike
2025-09,Delhi,North East,110094,191.8,7.9259259259259265,MoM Spike
2025-04,Delhi,Shahdara,110032,332.1,14.004504504504505,MoM Spike
2025-07,Delhi,Shahdara,110093,121.3,4.610091743119266,MoM Spike
2025-07,Delhi,Shahdara,110095,310.2,13.145454545454545,MoM Spike
2025-04,Delhi,South Delhi,110017,323.0,3.8795180722891565,MoM Spike
2025-07,Delhi,South Delhi,110076,225.0,3.3295019157088124,MoM Spike
2025-06,Gujarat,Ahmadabad,380001,190.9,20.322222222222223,MoM Spike
2025-11,Gujarat,Ahmadabad,380007,8.7,4.705882352941176,MoM Spike
2025-07,Gujarat,Ahmadabad,380015,112.0,32.23529411764705,MoM Spike
2025-11,Gujarat,Ahmadabad,380050,4.2,4.2,MoM Spike
2025-07,Gujarat,Ahmadabad,380058,132.5,32.375,MoM Spike
2025-07,Gujarat,Ahmadabad,382345,213.0,70.33333333333333,MoM Spike
2025-11,Gujarat,Ahmadabad,382443,6.699999999999999,3.529411764705882,MoM Spike
2025-11,Gujarat,Ahmedabad,382245,4.2,3.3333333333333335,MoM Spike
2025-11,Gujarat,Amreli,365430,42.2,3.96551724137931,MoM Spike
2025-11,Gujarat,Amreli,365541,7.300000000000001,5.916666666666667,MoM Spike
2025-11,Gujarat,Amreli,365545,23.5,3.4545454545454546,MoM Spike
2025-11,Gujarat,Amreli,365550,27.200000000000003,4.222222222222222,MoM Spike
2025-07,Gujarat,Anand,387115,63.6,14.38095238095238,MoM Spike
2025-11,Gujarat,Anand,387240,28.6,3.4179104477611943,MoM Spike
2025-11,Gujarat,Anand,387310,19.7,4.749999999999999,MoM Spike
2025-12,Gujarat,Anand,387380,62.0,7.873239436619719,MoM Spike
2025-11,Gujarat,Anand,388330,24.5,14.937499999999998,MoM Spike
2025-11,Gujarat,Anand,388530,123.60000000000001,4.48898678414097,MoM Spike
2025-06,Gujarat,Banas Kantha,385001,350.5,3.7181208053691277,MoM Spike
2025-06,Gujarat,Banas Kantha,385310,280.5,4.026785714285714,MoM Spike
2025-06,Gujarat,Banas Kantha,385320,173.5,5.98,MoM Spike
2025-06,Gujarat,Banas Kantha,385535,492.5,6.651162790697675,MoM Spike
2025-11,Gujarat,Banaskantha,385515,41.800000000000004,3.505263157894737,MoM Spike
